list-d-s,8,1,1,24,326551,13606
list-d-s,8,2,1,48,308192,6420
list-d-s,8,4,1,96,287067,2990
list-d-s,8,8,1,192,322058,1677
list-d-s,8,16,1,384,438467,1141
list-d-s,8,32,1,768,811715,1056
list-il-s,8,1,1,24,330322,13763
list-il-s,8,2,1,48,265882,5539
list-il-s,8,4,1,96,284208,2960
list-il-s,8,8,1,192,310265,1615
list-il-s,8,16,1,384,681623,1775
list-il-s,8,32,1,768,1766751,2300
list-dl-s,8,1,1,24,276427,11517
list-dl-s,8,2,1,48,285154,5940
list-dl-s,8,4,1,96,326386,3399
list-dl-s,8,8,1,192,352053,1833
list-dl-s,8,16,1,384,713364,1857
list-dl-s,8,32,1,768,1616354,2104
list-i-s,12,1,1,36,515970,14332
list-i-s,12,2,1,72,434916,6040
list-i-s,12,4,1,144,387252,2689
list-i-s,12,8,1,288,403717,1401
list-i-s,12,16,1,576,657869,1142
list-i-s,12,32,1,1152,1686752,1464
list-d-s,12,1,1,36,441040,12251
list-d-s,12,2,1,72,425564,5910
list-d-s,12,4,1,144,394706,2741
list-d-s,12,8,1,288,360778,1252
list-d-s,12,16,1,576,415645,721
list-d-s,12,32,1,1152,1435730,1246
list-il-s,12,1,1,36,439070,12196
list-il-s,12,2,1,72,400521,5562
list-il-s,12,4,1,144,429237,2980
list-il-s,12,8,1,288,840995,2920
list-il-s,12,16,1,576,1344836,2334
list-il-s,12,32,1,1152,3722386,3231
list-dl-s,12,1,1,36,440050,12223
list-dl-s,12,2,1,72,364857,5067
list-dl-s,12,4,1,144,418450,2905
list-dl-s,12,8,1,288,760105,2639
list-dl-s,12,16,1,576,1502940,2609
list-dl-s,12,32,1,1152,4723987,4100
list-none-m,1,1000,1,3000,3169604,1056
list-none-m,2,1000,1,6000,22202178,3700
list-none-m,4,1000,1,12000,78656991,6554
list-none-m,12,1000,1,36000,414599222,11516
list-none-m,16,1000,1,48000,659129693,13731
list-none-m,24,1000,1,72000,1303402692,18102
list-none-s,1,1000,1,3000,3177244,1059
list-none-s,2,1000,1,6000,12845093,2140
list-none-s,4,1000,1,12000,50127207,4177
list-none-s,12,1000,1,36000,295532141,8209
list-none-s,16,1000,1,48000,630935007,13144
list-none-s,24,1000,1,72000,1324405907,18394
